timestamp, chinois, cap1, cap2, soil temperature, temperature, humidity 
2021-05-18T22:13:03.930138,719,855,381,11.6875,,
2021-05-18T22:14:03.311809,726,836,383,11.6875,,
2021-05-18T22:15:03.686890,722,832,383,11.6875,,
2021-05-18T22:16:03.989089,734,837,383,11.6875,,
2021-05-18T22:17:03.348559,738,857,383,11.6875,,
2021-05-18T22:18:03.670041,751,845,384,11.6875,,
2021-05-18T22:19:04.024404,739,880,383,11.6875,,
2021-05-18T22:20:03.429801,713,884,382,11.6875,,
2021-05-18T22:21:03.741127,710,880,381,11.6875,,
2021-05-18T22:22:04.074386,722,873,382,11.6875,,
2021-05-18T22:23:03.401948,716,875,383,11.625,,
2021-05-18T22:24:03.982458,706,923,381,11.625,,
2021-05-18T22:25:03.316285,707,922,382,11.625,,
2021-05-18T22:26:03.710871,718,922,383,11.625,,
2021-05-18T22:27:04.093484,706,65535,379,11.625,,
2021-05-18T22:28:04.097201,715,918,380,11.625,,
2021-05-18T22:29:03.473479,705,924,379,11.625,,
2021-05-18T22:30:04.070369,715,940,381,11.625,,
2021-05-18T22:31:03.400447,708,885,381,11.625,,
2021-05-18T22:32:03.716792,709,892,379,11.625,,
2021-05-18T22:33:04.098156,693,909,381,11.5625,,
2021-05-18T22:34:03.664799,704,893,379,11.5625,,
2021-05-18T22:35:04.291695,696,876,378,11.5625,,
2021-05-18T22:36:03.693787,698,883,379,11.5625,,
2021-05-18T22:37:04.109258,698,869,381,11.625,,
2021-05-18T22:38:03.500390,713,65535,377,11.5625,,
2021-05-18T22:39:03.875364,712,860,379,11.5625,,
2021-05-18T22:39:35.455225,714,868,377,11.5625,10.270118713378906,30
2021-05-18T22:39:55.109138,718,867,377,11.5625,10.254859924316406,30
2021-05-18T22:40:03.518977,707,876,380,11.5625,10.255241394042969,30
2021-05-18T22:42:03.739816,721,862,376,11.5625,10.197257995605469,30
2021-05-18T22:43:04.321746,702,866,376,11.5625,10.182380676269531,30
2021-05-18T22:44:03.930261,710,848,376,11.5625,10.191535949707031,30
2021-05-18T22:45:03.615891,711,870,377,11.5625,10.160064697265625,30
2021-05-18T22:46:04.246553,730,863,376,11.5,10.099601745605469,30
2021-05-18T22:47:03.815547,725,837,375,11.5625,10.115623474121094,30
2021-05-18T22:48:04.411829,732,922,376,11.5,10.141754150390625,30
2021-05-18T22:49:04.041046,727,931,375,11.5625,10.140419006347656,30
2021-05-18T22:50:03.646267,709,864,377,11.5,10.163688659667969,30
2021-05-18T22:51:04.247988,708,857,376,11.5,10.205459594726562,30
2021-05-18T22:52:03.805136,712,844,376,11.5,10.2508544921875,30
2021-05-18T22:53:04.376467,724,860,375,11.5,10.290145874023438,30
2021-05-18T22:54:03.969628,704,857,375,11.5,10.314559936523438,30
2021-05-18T22:55:03.551048,699,854,374,11.5,10.367774963378906,30
2021-05-18T22:56:04.141808,709,845,376,11.5,10.359573364257812,30
2021-05-18T22:57:03.709616,723,850,374,11.5,10.404586791992188,30
2021-05-18T22:58:04.414398,726,846,375,11.5,10.427665710449219,30
2021-05-18T22:59:04.082143,707,855,372,11.5,10.419464111328125,30
2021-05-18T23:00:03.658663,720,843,374,11.4375,10.413742065429688,30
2021-05-18T23:01:04.274762,709,842,374,11.4375,10.43548583984375,30
2021-05-18T23:02:03.878760,711,858,858,11.4375,10.396385192871094,30
2021-05-18T23:03:03.483859,708,844,374,11.4375,10.421180725097656,30
2021-05-18T23:04:04.112968,710,922,373,11.4375,10.41717529296875,30
2021-05-18T23:05:03.766108,719,918,372,11.4375,10.426712036132812,30
2021-05-18T23:06:04.355703,707,924,372,11.4375,10.412025451660156,30
2021-05-18T23:07:03.975480,714,920,372,11.4375,10.437202453613281,30
2021-05-18T23:08:03.576924,716,860,373,11.4375,10.461235046386719,30
2021-05-18T23:09:04.257692,739,860,372,11.4375,10.490989685058594,30
2021-05-18T23:10:03.869955,734,869,511,11.4375,10.564804077148438,30
2021-05-18T23:11:03.876111,722,867,371,11.375,10.53466796875,30
2021-05-18T23:12:03.472672,720,869,373,11.4375,10.567855834960938,30
2021-05-18T23:13:04.113666,724,877,372,11.375,10.591697692871094,30
2021-05-18T23:14:03.738085,711,879,371,11.375,10.612297058105469,30
2021-05-18T23:15:04.356024,708,875,371,11.375,10.602188110351562,30
2021-05-18T23:16:04.027305,709,952,370,11.375,10.600471496582031,30
2021-05-18T23:17:03.741626,709,950,370,11.375,10.610580444335938,30
2021-05-18T23:18:04.336739,725,952,370,11.375,10.619735717773438,30
2021-05-18T23:19:04.022139,706,948,371,11.375,10.616111755371094,30
2021-05-18T23:20:03.657607,712,940,371,11.375,10.6292724609375,30
2021-05-18T23:21:04.286524,711,943,370,11.375,10.637664794921875,30
2021-05-18T23:22:03.879431,715,946,371,11.375,10.6475830078125,30
2021-05-18T23:23:03.490774,716,949,370,11.375,10.628509521484375,30
2021-05-18T23:24:04.061983,719,948,369,11.375,10.706901550292969,30
2021-05-18T23:25:04.431005,721,945,372,11.375,10.6475830078125,30
2021-05-18T23:26:04.038167,724,947,255,11.375,10.685157775878906,30
2021-05-18T23:27:03.971328,723,945,370,11.3125,10.658645629882812,30
2021-05-18T23:28:03.560790,734,949,370,11.3125,10.681343078613281,30
2021-05-18T23:29:04.179812,731,946,372,11.3125,10.71014404296875,30
2021-05-18T23:30:03.831797,739,946,366,11.3125,10.71624755859375,30
2021-05-18T23:31:04.424657,728,945,370,11.3125,10.737419128417969,30
2021-05-18T23:32:04.022831,742,948,368,11.3125,10.733222961425781,30
2021-05-18T23:33:03.668840,729,949,368,11.3125,10.726165771484375,30
2021-05-18T23:34:04.287911,748,951,367,11.3125,10.735702514648438,30
2021-05-18T23:35:03.909112,734,947,368,11.3125,10.734367370605469,30
2021-05-18T23:36:03.499123,733,948,368,11.3125,10.724067687988281,30
2021-05-18T23:37:04.086601,731,951,367,11.3125,10.739326477050781,30
2021-05-18T23:38:03.617796,738,949,370,11.25,10.75286865234375,30
2021-05-18T23:39:04.282556,730,948,367,11.3125,10.745811462402344,30
2021-05-18T23:40:03.878970,747,945,368,11.25,10.743141174316406,30
2021-05-18T23:41:03.477973,733,949,365,11.3125,10.743331909179688,30
2021-05-18T23:42:04.116092,728,949,369,11.3125,10.786056518554688,30
2021-05-18T23:43:03.780425,732,946,368,11.25,10.74981689453125,30
2021-05-18T23:44:04.399019,734,946,368,11.25,10.741043090820312,30
2021-05-18T23:45:04.013887,721,946,368,11.25,10.703468322753906,30
2021-05-18T23:46:03.628382,733,943,370,11.25,10.653305053710938,30
2021-05-18T23:47:04.260915,735,942,367,11.25,10.590553283691406,30
2021-05-18T23:48:03.923209,714,951,368,11.25,10.500526428222656,30
2021-05-18T23:49:03.461072,708,947,367,11.25,10.425186157226562,30
2021-05-18T23:50:04.059668,709,947,366,11.25,10.290718078613281,30
2021-05-18T23:51:03.730584,719,948,368,11.25,10.2203369140625,30
2021-05-18T23:52:04.399177,720,947,366,11.25,10.144805908203125,30
2021-05-18T23:53:04.055720,719,941,367,11.25,10.089111328125,30
2021-05-18T23:54:03.741879,714,942,368,11.25,10.152816772460938,30
2021-05-18T23:55:04.354906,726,938,367,11.25,10.218238830566406,30
2021-05-18T23:56:03.958590,732,939,367,11.1875,10.258674621582031,30
2021-05-18T23:57:03.572390,729,941,367,11.25,10.270500183105469,30
2021-05-18T23:58:04.166193,733,933,367,11.1875,10.255813598632812,30
2021-05-18T23:59:03.723072,751,990,367,11.1875,10.272407531738281,30
2021-05-19T00:00:04.716906,739,999,367,11.1875,10.321617126464844,30
2021-05-19T00:01:04.287291,732,998,367,11.1875,10.329818725585938,30
2021-05-19T00:02:03.890787,730,996,366,11.1875,10.357856750488281,30
2021-05-19T00:03:03.472058,736,1003,366,11.1875,10.235786437988281,30
2021-05-19T00:04:04.110463,748,1001,368,11.1875,10.205078125,30
2021-05-19T00:05:03.801537,733,1002,366,11.1875,10.134506225585938,30
2021-05-19T00:06:04.491487,724,999,365,11.1875,10.116195678710938,30
2021-05-19T00:07:04.169436,729,998,366,11.1875,10.11962890625,30
2021-05-19T00:08:03.925188,730,997,365,11.1875,10.129165649414062,30
2021-05-19T00:09:03.509049,729,994,365,11.1875,10.155868530273438,30
2021-05-19T00:10:04.129671,735,995,367,11.1875,10.189437866210938,30
2021-05-19T00:11:03.927170,736,986,365,11.1875,10.232925415039062,30
2021-05-19T00:12:03.457043,715,999,366,11.125,10.1287841796875,30
2021-05-19T00:13:04.104932,739,1006,365,11.1875,10.126113891601562,30
2021-05-19T00:14:03.729098,727,1006,364,11.125,10.120773315429688,30
2021-05-19T00:15:04.321684,718,1004,365,11.1875,10.067176818847656,30
2021-05-19T00:16:03.841157,726,1009,365,11.125,10.066795349121094,30
2021-05-19T00:17:04.398420,731,1008,365,11.125,10.013580322265625,30
2021-05-19T00:18:03.979155,715,1005,364,11.125,9.914398193359375,29
2021-05-19T00:19:03.606166,731,1005,365,11.125,9.953689575195312,29
2021-05-19T00:20:04.176177,730,1004,364,11.125,9.889984130859375,29
2021-05-19T00:21:03.791075,733,1004,365,11.125,9.850692749023438,29
2021-05-19T00:22:04.372441,737,1002,364,11.125,9.832382202148438,29
2021-05-19T00:23:03.978304,725,998,365,11.125,9.836387634277344,29
2021-05-19T00:24:03.576191,731,999,364,11.125,9.844207763671875,29
2021-05-19T00:25:04.119888,730,998,366,11.125,9.874343872070312,29
2021-05-19T00:26:03.743610,714,997,365,11.125,9.882926940917969,29
2021-05-19T00:27:04.362263,716,997,364,11.125,9.889984130859375,29
2021-05-19T00:28:03.933214,717,998,363,11.125,9.927940368652344,29
2021-05-19T00:29:03.568801,707,996,364,11.0625,9.941482543945312,29
2021-05-19T00:30:04.154462,714,995,364,11.125,9.949874877929688,29
2021-05-19T00:31:03.707381,724,995,363,11.0625,9.941864013671875,29
2021-05-19T00:32:04.299299,720,995,363,11.0625,9.94720458984375,29
2021-05-19T00:33:03.878404,707,996,363,11.0625,9.982490539550781,29
2021-05-19T00:34:03.507610,713,983,363,11.0625,10.013580322265625,30
2021-05-19T00:35:04.077131,713,985,363,11.0625,10.046577453613281,30
2021-05-19T00:36:03.651041,712,982,363,11.0625,10.074234008789062,30
2021-05-19T00:37:04.257452,716,984,362,11.0625,10.099411010742188,30
2021-05-19T00:38:03.856651,717,1009,366,11.0625,10.1165771484375,30
2021-05-19T00:39:03.600073,724,1009,361,11.0625,10.117340087890625,30
2021-05-19T00:40:04.161362,725,1012,363,11.0625,10.115623474121094,30
2021-05-19T00:41:03.697655,733,1011,362,11.0625,10.115242004394531,30
